Name,Ingredients,Recipe,Spiciness,times,imageFile
한국식 불고기 버거,"소고기 불고기, 햄버거 번, 상추, 토마토, 양파, 마요네즈, 케첩","1. 소고기 불고기를 준비합니다. 
2. 햄버거 번에 마요네즈와 케첩을 바릅니다. 
3. 번에 상추, 토마토, 양파, 불고기를 넣어 버거를 완성합니다.",1,30
매운 돼지 불고기,"돼지고기, 고추장, 간장, 설탕, 다진 마늘, 참기름, 고춧가루, 파, 양파, 당근","1. 돼지고기를 고추장, 간장, 설탕, 다진 마늘, 참기름, 고춧가루에 재웁니다. 
2. 파, 양파, 당근을 썰어 함께 재워둡니다. 
3. 팬에 재운 재료들을 볶아줍니다.",4,40
호떡,"밀가루, 물, 설탕, 이스트, 소금, 설탕, 꿀, 견과류","1. 밀가루, 물, 설탕, 이스트, 소금을 섞어 반죽을 만듭니다. 
2. 반죽을 1시간 동안 발효시킵니다. 
3. 반죽을 납작하게 만들어 설탕, 꿀, 견과류를 넣고 봉합합니다. 
4. 팬에 기름을 두르고 호떡을 앞뒤로 노릇하게 구워줍니다.",0,90
떡국,"떡, 소고기, 계란, 간장, 다진 마늘, 소금, 참기름, 대파, 다시다","1. 소고기를 간장, 다진 마늘, 참기름에 볶습니다. 
2. 물을 붓고 끓인 후 떡을 넣습니다. 
3. 계란을 풀어 넣고 대파를 올려 마무리합니다.",1,60
한국식 버섯 케밥,"버섯, 간장, 다진 마늘, 참기름, 소금, 후추, 파프리카, 양파, 꼬치","1. 버섯을 간장, 다진 마늘, 참기름, 소금, 후추에 재웁니다. 
2. 파프리카와 양파를 꼬치에 끼워 준비합니다. 
3. 버섯과 야채를 꼬치에 끼워 구워줍니다.",0,30
한국식 매운 돼지갈비,"돼지갈비, 고추장, 고춧가루, 간장, 설탕, 마늘, 생강, 파","1. 돼지갈비를 씻어 물기를 뺍니다. 
2. 고추장, 고춧가루, 간장, 설탕, 마늘, 생강, 파를 섞어 양념장을 만듭니다. 
3. 돼지갈비를 양념장에 재워둡니다. 
4. 고기를 석쇠에 굽거나 프라이팬에 볶아줍니다.",4,60
잡채,"당면, 소고기, 시금치, 당근, 양파, 버섯, 간장, 설탕, 참기름, 마늘","1. 당면을 삶아 찬물에 헹궈둡니다. 
2. 소고기를 간장, 설탕, 마늘로 재워둡니다. 
3. 야채를 볶습니다. 
4. 재운 소고기를 볶습니다. 
5. 당면과 모든 재료를 섞어 양념을 넣고 볶아줍니다.",1,45
육개장,"소고기, 대파, 숙주, 고사리, 고추기름, 간장, 고춧가루, 마늘, 생강","1. 소고기를 삶아 찢어둡니다. 
2. 고추기름에 고춧가루와 마늘을 볶아 양념장을 만듭니다. 
3. 국물에 소고기, 대파, 숙주, 고사리, 양념장을 넣어 끓입니다.",3,90
오징어볶음,"오징어, 양파, 당근, 고추, 고추장, 고춧가루, 간장, 설탕, 마늘, 참기름","1. 오징어를 깨끗이 씻어 자릅니다. 
2. 양파, 당근, 고추를 썰어둡니다. 
3. 고추장, 고춧가루, 간장, 설탕, 마늘, 참기름으로 양념장을 만듭니다. 
4. 오징어와 야채를 양념장에 재워둡니다. 
5. 팬에 재료를 볶아줍니다.",3,30
약과,"밀가루, 꿀, 참기름, 소금, 생강즙","1. 밀가루에 참기름을 넣고 반죽합니다. 
2. 반죽을 얇게 밀어 자릅니다. 
3. 기름에 튀긴 후 꿀과 생강즙을 바릅니다.",0,60
물냉면,"냉면, 오이, 배, 소고기 육수, 식초, 설탕, 겨자","1. 냉면을 삶아 찬물에 헹궈둡니다. 
2. 오이와 배를 채썹니다. 
3. 소고기 육수에 식초, 설탕, 겨자를 넣어 냉면 육수를 만듭니다. 
4. 그릇에 냉면, 오이, 배를 담고 육수를 부어줍니다.",1,30
장조림,"소고기, 간장, 설탕, 마늘, 물, 계란","1. 소고기를 물에 삶아 기름을 제거합니다. 
2. 간장, 설탕, 마늘, 물을 넣고 끓입니다. 
3. 삶은 계란을 넣고 소고기를 함께 조립니다.",0,90
갈비,"소갈비, 간장, 설탕, 마늘, 생강, 배, 참기름, 파","1. 소갈비를 씻어 물기를 뺍니다. 
2. 간장, 설탕, 마늘, 생강, 배, 참기름, 파를 섞어 양념장을 만듭니다. 
3. 갈비를 양념장에 재워둡니다. 
4. 고기를 석쇠에 굽거나 프라이팬에 볶아줍니다.",2,120
빈대떡,"녹두, 돼지고기, 김치, 숙주, 소금, 후추, 간장, 기름","1. 녹두를 물에 불려 갈아줍니다. 
2. 돼지고기, 김치, 숙주를 썰어둡니다. 
3. 녹두 반죽에 재료를 섞어 소금, 후추로 간을 합니다. 
4. 팬에 기름을 두르고 반죽을 부쳐줍니다.",1,45
곰탕,"소뼈, 소고기, 무, 대파, 마늘, 소금, 후추","1. 소뼈를 물에 담가 핏물을 제거합니다. 
2. 소뼈와 소고기를 물에 넣고 끓입니다. 
3. 무, 대파, 마늘을 넣고 다시 끓입니다. 
4. 소금과 후추로 간을 맞춥니다.",0,240
만두,"돼지고기, 양배추, 두부, 양파, 파, 마늘, 간장, 소금, 후추, 만두피","1. 돼지고기, 양배추, 두부, 양파, 파를 잘게 다져줍니다. 
2. 다진 재료에 간장, 소금, 후추, 마늘을 넣고 섞어 소를 만듭니다. 
3. 만두피에 소를 넣고 만두를 만듭니다. 
4. 만두를 찌거나 튀겨줍니다.",0,60
미역국,"미역, 소고기, 참기름, 간장, 마늘, 소금","1. 미역을 물에 불려줍니다. 
2. 소고기를 참기름에 볶아줍니다. 
3. 불린 미역을 넣고 간장, 마늘을 넣어 볶습니다. 
4. 물을 넣고 끓입니다. 
5. 소금으로 간을 맞춥니다.",0,45
비빔면,"소면, 오이, 당근, 고추장, 설탕, 식초, 참기름, 깨","1. 소면을 삶아 찬물에 헹궈줍니다. 
2. 오이와 당근을 채썹니다. 
3. 고추장, 설탕, 식초, 참기름, 깨를 섞어 양념장을 만듭니다. 
4. 삶은 소면에 야채와 양념장을 넣고 비벼줍니다.",3,30
간장 떡볶이,"떡, 간장, 설탕, 물, 파, 마늘","1. 떡을 물에 불려줍니다. 
2. 간장, 설탕, 물, 마늘을 섞어 양념장을 만듭니다. 
3. 팬에 떡을 넣고 양념장을 부어 조립니다. 
4. 파를 썰어 넣고 마저 조립니다.",1,30
매운 떡볶이,"떡, 고추장, 고춧가루, 설탕, 물, 파, 마늘","1. 떡을 물에 불려줍니다. 
2. 고추장, 고춧가루, 설탕, 물, 마늘을 섞어 양념장을 만듭니다. 
3. 팬에 떡을 넣고 양념장을 부어 조립니다. 
4. 파를 썰어 넣고 마저 조립니다.",4,30
치즈 떡볶이,"떡, 고추장, 고춧가루, 설탕, 물, 파, 마늘, 치즈","1. 떡을 물에 불려줍니다. 
2. 고추장, 고춧가루, 설탕, 물, 마늘을 섞어 양념장을 만듭니다. 
3. 팬에 떡을 넣고 양념장을 부어 조립니다. 
4. 치즈를 떡 위에 올려 녹입니다.",4,30
갈비탕,"소갈비, 무, 대파, 마늘, 간장, 소금, 후추","1. 소갈비를 물에 담가 핏물을 제거합니다. 
2. 소갈비와 무를 물에 넣고 끓입니다. 
3. 대파, 마늘을 넣고 다시 끓입니다. 
4. 간장, 소금, 후추로 간을 맞춥니다.",1,120
삼계탕,"닭, 찹쌀, 대추, 마늘, 인삼, 소금, 후추","1. 닭을 깨끗이 씻어 찹쌀, 대추, 마늘, 인삼을 넣습니다. 
2. 물을 넣고 끓입니다. 
3. 소금과 후추로 간을 맞춥니다.",1,120
설렁탕,"소뼈, 소고기, 무, 대파, 마늘, 소금, 후추","1. 소뼈를 물에 담가 핏물을 제거합니다. 
2. 소뼈와 소고기를 물에 넣고 끓입니다. 
3. 무, 대파, 마늘을 넣고 다시 끓입니다. 
4. 소금과 후추로 간을 맞춥니다.",0,240
파 국물을 넣은 소바 국수,"소바 면, 파, 간장, 다시마, 물","1. 소바 면을 삶아 찬물에 헹굽니다. 
2. 다시마와 파를 물에 넣고 끓여 국물을 만듭니다. 
3. 간장을 넣어 간을 맞춥니다. 
4. 삶은 소바 면을 그릇에 담고 국물을 부어 완성합니다.",0,30
"소고기, 검은콩, 굴소스를 곁들인 쌀국수","소고기, 검은콩, 굴소스, 쌀국수, 양파, 마늘, 간장, 참기름, 물","1. 쌀국수를 삶아 찬물에 헹굽니다. 
2. 소고기를 얇게 썰어 양파, 마늘과 함께 볶습니다. 
3. 검은콩과 굴소스를 넣고 볶습니다. 
4. 간장과 참기름을 추가하여 맛을 맞춥니다. 
5. 쌀국수에 소스를 부어 완성합니다.",2,45
소고기 볶음,"소고기, 양파, 파프리카, 간장, 마늘, 참기름, 후추","1. 소고기를 얇게 썰어 준비합니다. 
2. 양파와 파프리카를 채썹니다. 
3. 팬에 참기름을 두르고 마늘을 볶습니다. 
4. 소고기를 넣고 볶다가 간장과 후추로 간을 맞춥니다. 
5. 양파와 파프리카를 넣고 함께 볶아 완성합니다.",1,30
마파두부,"두부, 돼지고기, 두반장, 마늘, 생강, 대파, 간장, 물","1. 두부를 깍둑썰기합니다. 
2. 돼지고기를 잘게 다져 마늘, 생강과 함께 볶습니다. 
3. 두반장과 간장을 넣고 볶습니다. 
4. 물을 부어 끓입니다. 
5. 두부를 넣고 조리하여 완성합니다.",3,30
양꼬치,"양고기, 고춧가루, 소금, 후추, 참기름","1. 양고기를 꼬치에 꿰어 준비합니다. 
2. 고춧가루, 소금, 후추, 참기름을 섞어 양념을 만듭니다. 
3. 양고기를 양념에 재워둡니다. 
4. 숯불이나 그릴에서 양고기를 구워 완성합니다.",3,60
갈비 훠궈,"소갈비, 배추, 버섯, 두부, 당면, 소스 (고추기름, 간장, 마늘, 생강)","1. 소갈비를 준비하고 끓는 물에 살짝 데쳐 기름을 제거합니다. 
2. 배추, 버섯, 두부를 손질합니다. 
3. 훠궈 냄비에 물을 붓고 소스 재료를 넣어 국물을 만듭니다. 
4. 갈비와 채소를 국물에 넣고 익혀 먹습니다.",4,90
치킨 훠궈,"닭고기, 배추, 버섯, 두부, 당면, 소스 (고추기름, 간장, 마늘, 생강)","1. 닭고기를 준비하고 끓는 물에 살짝 데쳐 기름을 제거합니다. 
2. 배추, 버섯, 두부를 손질합니다. 
3. 훠궈 냄비에 물을 붓고 소스 재료를 넣어 국물을 만듭니다. 
4. 닭고기와 채소를 국물에 넣고 익혀 먹습니다.",4,90
소고기 훠궈,"소고기, 배추, 버섯, 두부, 당면, 소스 (고추기름, 간장, 마늘, 생강)","1. 소고기를 준비하고 얇게 썹니다. 
2. 배추, 버섯, 두부를 손질합니다. 
3. 훠궈 냄비에 물을 붓고 소스 재료를 넣어 국물을 만듭니다. 
4. 소고기와 채소를 국물에 넣고 익혀 먹습니다.",4,90
베이징 덕,"오리, 소금, 후추, 간장, 꿀, 파, 오이, 전병","1. 오리를 소금과 후추로 간을 합니다. 
2. 간장과 꿀을 발라 재워둡니다. 
3. 오리를 오븐에 구워냅니다. 
4. 전병에 파, 오이, 구운 오리를 넣고 말아 먹습니다.",2,180
딤섬 만두,"돼지고기, 새우, 양파, 부추, 간장, 참기름, 만두피","1. 돼지고기와 새우를 잘게 다져 양파, 부추와 함께 섞습니다. 
2. 간장과 참기름으로 간을 합니다. 
3. 만두피에 소를 넣고 만두를 만듭니다. 
4. 찜통에 만두를 쪄서 완성합니다.",1,60
칠면조 딤섬,"칠면조 고기, 양파, 부추, 간장, 참기름, 만두피","1. 칠면조 고기를 잘게 다져 양파, 부추와 함께 섞습니다. 
2. 간장과 참기름으로 간을 합니다. 
3. 만두피에 소를 넣고 만두를 만듭니다. 
4. 찜통에 만두를 쪄서 완성합니다.",1,60
새우 딤섬,"새우, 딤섬피, 간장, 생강, 파","1. 새우를 다져서 간장, 생강, 파와 섞어 소를 만듭니다. 
2. 딤섬피에 소를 넣고 만두 모양으로 만듭니다. 
3. 찜기에 넣어 찝니다.",1,30
돼지고기 딤섬,"돼지고기, 딤섬피, 간장, 생강, 파","1. 돼지고기를 다져서 간장, 생강, 파와 섞어 소를 만듭니다. 
2. 딤섬피에 소를 넣고 만두 모양으로 만듭니다. 
3. 찜기에 넣어 찝니다.",1,30
탕수육,"돼지고기, 감자 전분, 간장, 설탕, 식초, 케찹, 파인애플","1. 돼지고기를 잘게 썰어 감자 전분을 입힙니다. 
2. 돼지고기를 기름에 튀깁니다. 
3. 간장, 설탕, 식초, 케찹을 섞어 소스를 만듭니다. 
4. 튀긴 돼지고기를 소스에 넣고 파인애플과 함께 볶아줍니다.",3,45
궁바오지딩,"닭고기, 땅콩, 고추, 간장, 설탕, 마늘, 생강","1. 닭고기를 잘게 썰어 간장과 설탕에 재웁니다. 
2. 고추, 마늘, 생강을 기름에 볶습니다. 
3. 닭고기와 땅콩을 넣고 함께 볶아줍니다.",4,30
샤오롱바오,"돼지고기, 샤오롱바오 피, 간장, 생강, 파","1. 돼지고기를 다져서 간장, 생강, 파와 섞어 소를 만듭니다. 
2. 샤오롱바오 피에 소를 넣고 만두 모양으로 만듭니다. 
3. 찜기에 넣어 찝니다.",1,60
홍소육,"돼지고기, 간장, 설탕, 마늘, 생강, 대파","1. 돼지고기를 큼직하게 썰어 간장과 설탕에 재웁니다. 
2. 마늘, 생강, 대파를 기름에 볶습니다. 
3. 돼지고기를 넣고 함께 볶아준 후 물을 넣고 조립니다.",2,120
회과육,"돼지고기, 간장, 설탕, 식초, 생강, 대파","1. 돼지고기를 얇게 썰어 간장과 설탕에 재웁니다. 
2. 식초, 생강, 대파를 넣고 돼지고기를 볶아줍니다.",3,45
칠리 새우,"새우, 고추, 마늘, 간장, 설탕, 생강, 파","1. 새우를 깨끗이 씻어 준비합니다. 
2. 고추, 마늘, 생강을 기름에 볶습니다. 
3. 새우와 간장, 설탕을 넣고 함께 볶아줍니다.",4,30
오향장육,"돼지고기, 오향가루, 간장, 설탕, 생강, 대파","1. 돼지고기를 큼직하게 썰어 오향가루와 간장에 재웁니다. 
2. 생강, 대파를 기름에 볶습니다. 
3. 돼지고기를 넣고 함께 볶아준 후 물을 넣고 조립니다.",2,120
양고기 수프,"양고기, 당근, 감자, 양파, 토마토, 마늘, 생강","1. 양고기를 큼직하게 썰어 준비합니다. 
2. 당근, 감자, 양파, 토마토를 썰어 준비합니다. 
3. 마늘, 생강을 기름에 볶습니다. 
4. 양고기와 야채를 넣고 함께 끓입니다.",1,90
닭고기와 청경채 볶음,"닭고기, 청경채, 간장, 마늘, 생강, 고추","1. 닭고기를 잘게 썰어 간장에 재웁니다. 
2. 마늘, 생강, 고추를 기름에 볶습니다. 
3. 청경채와 닭고기를 넣고 함께 볶아줍니다.",2,30
중국식 춘권,"춘권피, 돼지고기, 당면, 당근, 양파, 간장, 생강, 마늘","1. 돼지고기를 잘게 썰어 간장과 생강에 재웁니다. 
2. 당면을 삶아 찬물에 헹굽니다. 
3. 당근, 양파를 썰어 준비합니다. 
4. 춘권피에 재료를 넣고 말아줍니다. 
5. 기름에 튀깁니다.",2,45
스시,"밥, 김, 생선 (참치, 연어 등), 초밥 식초, 간장, 와사비","1. 밥을 지어 초밥 식초를 넣고 섞습니다. 
2. 김 위에 밥을 얇게 펴 바릅니다. 
3. 생선을 올리고 말아줍니다. 
4. 간장과 와사비와 함께 제공합니다.",0,30
라멘 누들,"라멘 면, 돼지고기, 계란, 대파, 미소, 간장, 마늘, 생강","1. 라멘 면을 삶아 찬물에 헹굽니다. 
2. 돼지고기와 대파를 썰어 준비합니다. 
3. 미소, 간장, 마늘, 생강을 넣어 육수를 만듭니다. 
4. 면을 그릇에 담고 육수를 부어줍니다. 
5. 돼지고기와 계란을 올려줍니다.",1,60
참치 사시미,"참치, 간장, 와사비, 생강","1. 참치를 얇게 썰어 접시에 담습니다. 
2. 간장과 와사비를 곁들여 제공합니다. 
3. 생강을 함께 제공합니다.",0,15
텐푸라 소바,"소바 면, 텐푸라 (새우, 야채 등), 간장, 다시마, 물","1. 소바 면을 삶아 찬물에 헹굽니다. 
2. 간장과 다시마로 국물을 만듭니다. 
3. 텐푸라를 준비합니다. 
4. 소바 면에 국물을 붓고 텐푸라를 올려줍니다.",1,45
텐푸라,"새우, 야채 (고구마, 가지 등), 밀가루, 물, 간장, 다시마, 생강","1. 새우와 야채를 손질합니다. 
2. 밀가루와 물을 섞어 튀김옷을 만듭니다. 
3. 재료를 튀김옷에 묻혀 기름에 튀깁니다. 
4. 간장과 다시마로 만든 소스를 곁들입니다.",1,30
규 돈부리,"소고기, 양파, 계란, 간장, 설탕, 생강, 파, 밥","1. 소고기와 양파를 간장과 설탕에 재웁니다. 
2. 생강과 파를 기름에 볶습니다. 
3. 고기와 양파를 넣고 볶아줍니다. 
4. 밥 위에 올려줍니다. 
5. 계란을 풀어 올려줍니다.",1,45
조개 돈부리,"조개, 양파, 간장, 설탕, 생강, 파, 밥","1. 조개와 양파를 간장과 설탕에 재웁니다. 
2. 생강과 파를 기름에 볶습니다. 
3. 조개와 양파를 넣고 볶아줍니다. 
4. 밥 위에 올려줍니다.",1,45
타코야키,"타코야키 반죽 (밀가루, 계란, 물), 문어, 파, 텐카스, 간장, 마요네즈, 가쓰오부시","1. 타코야키 반죽을 만듭니다. 
2. 문어와 파를 잘게 썰어 준비합니다. 
3. 타코야키 팬에 반죽을 부어 재료를 넣고 구워줍니다. 
4. 간장, 마요네즈, 가쓰오부시를 올려 제공합니다.",1,30
미소 수프,"다시마, 미소, 두부, 파, 물","1. 물에 다시마를 넣고 끓여 육수를 만듭니다. 
2. 다시마를 건져내고 미소를 풀어줍니다. 
3. 두부와 파를 썰어 넣고 끓여줍니다.",0,15
요세 나베,"닭고기, 돼지고기, 두부, 배추, 시금치, 버섯, 당근, 다시마, 미소","1. 물에 다시마를 넣고 끓여 육수를 만듭니다. 
2. 닭고기와 돼지고기를 넣고 끓입니다. 
3. 두부와 야채들을 넣고 끓여줍니다. 
4. 미소를 풀어 간을 맞춥니다.",1,30
이시카리 나베,"연어, 두부, 배추, 버섯, 당근, 다시마, 미소","1. 물에 다시마를 넣고 끓여 육수를 만듭니다. 
2. 연어와 두부, 야채들을 넣고 끓여줍니다. 
3. 미소를 풀어 간을 맞춥니다.",1,30
치킨 야키토리,"닭고기, 간장, 설탕, 미림, 파","1. 닭고기를 큼직하게 썰어 간장, 설탕, 미림에 재웁니다. 
2. 파와 함께 꼬치에 끼웁니다. 
3. 그릴에 구워줍니다.",1,30
규돈,"소고기, 양파, 간장, 설탕, 생강, 파, 밥","1. 소고기와 양파를 간장과 설탕에 재웁니다. 
2. 생강과 파를 기름에 볶습니다. 
3. 고기와 양파를 넣고 볶아줍니다. 
4. 밥 위에 올려줍니다.",1,30
자루 소바(일본 차가운 국수),"소바 면, 다시마, 간장, 미림, 파, 와사비","1. 소바 면을 삶아 찬물에 헹굽니다. 
2. 다시마와 간장, 미림으로 소스를 만듭니다. 
3. 면을 그릇에 담고 소스를 부어줍니다. 
4. 파와 와사비를 곁들여줍니다.",0,20
와사비 슈마이,"돼지고기, 슈마이 피, 간장, 와사비, 파","1. 돼지고기를 다져서 간장과 와사비를 섞어 소를 만듭니다. 
2. 슈마이 피에 소를 넣고 만두 모양으로 만듭니다. 
3. 찜기에 넣어 찝니다.",2,30
모찌,"찹쌀가루, 설탕, 물, 팥","1. 찹쌀가루와 설탕, 물을 섞어 반죽을 만듭니다. 
2. 반죽을 찜기에 넣어 찝니다. 
3. 팥을 넣고 모양을 만듭니다.",0,60
유부초밥,"유부, 밥, 간장, 설탕, 미림, 식초","1. 유부를 간장, 설탕, 미림에 조립니다. 
2. 밥을 식초에 섞어 준비합니다. 
3. 조린 유부에 밥을 채워 넣습니다.",1,30
야키토리,"닭고기, 간장, 설탕, 미림, 파","1. 닭고기를 큼직하게 썰어 간장, 설탕, 미림에 재웁니다. 
2. 파와 함께 꼬치에 끼웁니다. 
3. 그릴에 구워줍니다.",1,30
가츠돈,"돼지고기 커틀릿, 양파, 계란, 간장, 설탕, 생강, 밥","1. 돼지고기 커틀릿을 튀깁니다. 
2. 양파를 간장과 설탕에 졸입니다. 
3. 밥 위에 양파와 돼지고기 커틀릿을 올리고 계란을 풀어 올립니다.",1,30
치킨 가라아게,"닭고기, 간장, 생강, 마늘, 감자 전분","1. 닭고기를 간장, 생강, 마늘에 재웁니다. 
2. 감자 전분을 묻혀 기름에 튀깁니다.",2,30
타이야키,"밀가루, 설탕, 베이킹 파우더, 계란, 팥","1. 밀가루, 설탕, 베이킹 파우더, 계란을 섞어 반죽을 만듭니다. 
2. 반죽을 틀에 부어 팥을 넣고 구워줍니다.",1,30
코로케,"감자, 소고기, 양파, 밀가루, 빵가루, 계란","1. 감자를 삶아 으깹니다. 
2. 소고기와 양파를 볶아 감자와 섞습니다. 
3. 밀가루, 계란, 빵가루를 묻혀 튀깁니다.",1,60
오니기리,"밥, 김, 소금, 참치 마요네즈","1. 밥을 삼각형 모양으로 만듭니다. 
2. 참치 마요네즈를 넣고 김으로 감쌉니다.",0,15
히야시 츄카(일본식 여름 샐러드),"국수, 햄, 오이, 계란, 미소, 간장, 설탕, 식초","1. 국수를 삶아 찬물에 헹굽니다. 
2. 햄, 오이, 계란을 채썰어 준비합니다. 
3. 미소, 간장, 설탕, 식초로 소스를 만듭니다. 
4. 국수 위에 재료를 올리고 소스를 뿌립니다.",1,30
샤부샤부,"소고기, 배추, 시금치, 버섯, 당근, 다시마, 간장","1. 물에 다시마를 넣고 끓여 육수를 만듭니다. 
2. 소고기와 야채를 얇게 썰어 준비합니다. 
3. 끓는 육수에 재료를 넣고 익혀 먹습니다.",1,30
오야코돈,"닭고기, 계란, 양파, 간장, 설탕, 생강, 밥","1. 닭고기와 양파를 간장과 설탕에 재웁니다. 
2. 생강을 기름에 볶습니다. 
3. 양파와 닭고기를 넣고 볶아줍니다. 
4. 밥 위에 올리고 계란을 풀어 올립니다.",1,30
일본식 소고기 타타키,"소고기, 간장, 생강, 마늘, 레몬, 파","1. 소고기를 고온의 프라이팬에 겉만 살짝 익힙니다. 
2. 간장, 생강, 마늘, 레몬즙을 섞어 소스를 만듭니다. 
3. 소고기를 얇게 썰어 소스를 뿌립니다.",1,15
소고기 야키니쿠,"소고기, 간장, 설탕, 미림, 파","1. 소고기를 간장, 설탕, 미림에 재웁니다. 
2. 파를 썰어 준비합니다. 
3. 그릴에 고기를 구워 파와 함께 제공합니다.",1,30
요세나베,"닭고기, 돼지고기, 두부, 배추, 시금치, 버섯, 당근, 다시마, 미소","1. 물에 다시마를 넣고 끓여 육수를 만듭니다. 
2. 닭고기와 돼지고기를 넣고 끓입니다. 
3. 두부와 야채들을 넣고 끓여줍니다. 
4. 미소를 풀어 간을 맞춥니다.",1,30
